,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,url,viewer,new_title,hashtag,countTweet,countAccountReview,countHashReview,ratingNoTweet_q,ratingHashReview_q,ratingLike_q,ratingView_q,ratingAdd2Fav_q,ratingWebsite,finalRating1,finalRating1_w,finalRating2,finalRating2_w,finalRating3,finalRating3_w
10,MHEE,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,"ติดตามเรื่องราวของราชินีของราชินีผู้น่าสงสาร""การ์ดีเนียร์"" ได้ในนิทานเรื่อง ราชินีการ์ดีเนียร์",1.0,จบ,2.0,https://cdn.readawrite.com/articles/807/806836/thumbnail/small.gif,0.0,,ราชินีการ์ดีเนียร์,https://www.readawrite.com/a/1zismg,134,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
11,なおしか,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,2,เด็กสาวผมทวินเทวสีทองอร่าม~ ผิวไหวไปกลับลมกำลังเดินทางไปรร.ใน ขณะเดียวกันทางฝั่งของบุคคลปริศนา ได้พู,1.0,จบ,0.0,https://cdn.readawrite.com/articles/778/777733/thumbnail/small.gif,1.0,,พี่ชาย!! ช่วยหนูก่อน !!,https://www.readawrite.com/a/1zi4ux,131,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
12,ROEKDEE,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1,เรื่องนี้เป็นเรื่องที่ผมเขียนเป็นครั้งเเรก,0.0,จบ,2.0,https://cdn.readawrite.com/articles/884/883339/thumbnail/small.gif,0.0,"การ์ตูน,แฟนตาซี,ดราม่า",มีเพียงสิ่งเดียวที่ยังเหลืออยู่,https://www.readawrite.com/a/1zkl39,144,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
13,MafiaL,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,62.0,เห้ย! นั่นแกพูดได้หรอ!? [YulSic],87.0,จบ,14.0,https://cdn.readawrite.com/articles/1018/1017622/thumbnail/small.gif,24.0,"Fanfiction แฟนฟิคชั่น,Girl Love/Yuri",Mana Ridge #ผู้ถูกเลือก,https://www.readawrite.com/a/1znpow,3515,,ผู้ถูกเลือก,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
14,ฮาจิเมะ คาโมชิดะ,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,2,(ทดลองอ่าน) เพราะการย้ายโรงเรียนช่วงใกล้จบการศึกษา ปลุกหัวใจอันด้านชาให้พลันหวั่นไหว เมื่อพ่อต้องย้า,3.0,จบ,3.0,https://cdn.readawrite.com/articles/1053/1052784/thumbnail/small.gif,2.0,"ดราม่า,โรแมนติก",Just Because! เพียงเพราะหัวใจ... (ฉบับนิยาย),https://www.readawrite.com/a/1zojej,437,,,,,,0.0,0.0,2.5,4.0,2.5,3.0,1.8,1.9,2.2,2.4,3.0,3.1
15,Themoon1s,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,การทดลองครั้งยิ่งใหญ่ที่จะคืนชีพให้กับเหล่าซากศพเดินดิน แต่เพราะบางอย่างทำให้เธอได้พบกับเขา“อี,1.0,จบ,1.0,https://cdn.readawrite.com/articles/1066/1065233/thumbnail/small.gif,0.0,"นิยายรัก,นิยายแฟนตาซี",复兴 อสุราหวนคืน,https://www.readawrite.com/a/1zotk8,62,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
16,จะรักตลอดไป,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1,จะเป็นอย่างไรเมื่อบล็อกเกอร์ชายสุดน่ารักเข้ามาในเกมเเต่งหน้าเพื่อความรัก,0.0,จบ,2.0,https://cdn.readawrite.com/articles/1082/1081332/thumbnail/small.gif,1.0,,เข้าเกมรัก,https://www.readawrite.com/a/1zp7p7,158,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
17,สีคราม,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,""" ในโลกไซบอร์ก โลกที่พัฒนานี้ จะมีอะไรเกินขึ้นบ้างนะ?""",0.0,จบ,4.0,https://cdn.readawrite.com/articles/1129/1128641/thumbnail/small.gif,0.0,,คราม,https://www.readawrite.com/a/1zqbbv,64,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
18,BBerry,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,4,""" อิซามุ "" เป็นเด็กมัธยมปลายที่ชีวิตของเขาต้องประสบกับความวิตกกังวลโดยที่ไม่บอกให้ใครรู้แม้แต่เรื่อง",4.0,จบ,12.0,https://cdn.readawrite.com/articles/1134/1133435/thumbnail/small.gif,3.0,"นิยายแฟนตาซี,เรื่องเล่า,ลึกลับ,ต่อสู้,ผจญภัย,นองเลือด",Black Road - ปฐมบท M107,https://www.readawrite.com/a/1zqf8u,762,,,,,,0.0,0.0,3.75,4.0,2.5,3.4,2.0,2.2,2.6,2.7,3.4,3.4
19,Yukito Sensei,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,มันจะเป็นอย่างไร หากคุณสามารถฟื้นขึ้นมาจากความตายได้กัน...,1.0,จบ,1.0,https://cdn.readawrite.com/articles/1179/1178218/thumbnail/small.gif,0.0,"นิยายแฟนตาซี,ลึกลับ,โรงเรียน,นิยายตลก,นิยายรัก,นิยายเลิฟคอมาดี้,มีการฆ่า",พบรักหลังความตาย Shigo no ai o mitsukeru,https://www.readawrite.com/a/1zrgsd,130,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
20,กระต่ายหน้าเฉย,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,ข้าคือผู้พิทักษ์,0.0,จบ,3.0,https://cdn.readawrite.com/articles/1168/1167178/thumbnail/small.gif,0.0,,Dragonfah มังกรแห่งแสง,https://www.readawrite.com/a/1zr7rx,302,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
21,อมราวตี,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1.0,เรื่องทั้งหมดน่ะ---เพราะว่าข้าเป็น 'อัจฉริยะ' ไงล่ะ !!! --- เว้นเรื่องที่ข้าชอบ 'เจ้า' -- นะ ?,2.0,จบ,1.0,https://cdn.readawrite.com/articles/1205/1204781/thumbnail/small.gif,1.0,"นิยายแฟนตาซี,เวทมนตร์,ต่างโลก,ผจญภัย,ปีศาจ,สงคราม,นิยายโรแมนติก",[WGC]夜の月歌 - Yoru no Tsuki no Uta,https://www.readawrite.com/a/1zs3hb,99,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
22,Mem,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,4.0,การกลับมาของผมจะต้องทำให้คนที่ผมรักอยู่รอดให้ได้,46.0,จบ,2.0,https://cdn.readawrite.com/articles/1311/1310629/thumbnail/small.gif,4.0,"ซอมบี้,วาย,Yaoi,ย้อนเวลา",ชีวิตผมในวันสิ้นโลก,https://www.readawrite.com/a/1zujvj,899,,,,,,0.0,0.0,3.75,4.0,5.0,4.2,2.6,2.7,3.2,3.4,4.2,4.3
23,หัวขโมยสีฟ้า,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0.0,ชายหนุ่มกับงูของเขาที่เก็บมาเลี้ยง,1.0,จบ,1.0,https://cdn.readawrite.com/articles/1321/1320705/thumbnail/small.gif,0.0,"นิยายแฟนตาซี,ผจญภัย,สัตว์ประหลาด",ชายหนุ่มกับงูของเขา,https://www.readawrite.com/a/1zus4f,65,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
24,oni sama,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,4.0,เด็กหนุ่มผู้มีความเบื่อหน่ายกับชีวิตประจำวันของตัวเอง ทิ้งงานที่ตัวเองรักแล้วมุ่งหน้าออกเดินทางตามคำ,3.0,จบ,1.0,https://cdn.readawrite.com/articles/1293/1292677/thumbnail/small.gif,4.0,"นิยายแฟนตาซี,เวทมนตร์,ผจญภัย,เวทย์มนต์,ลึกลับ,ต่างโลก,โลกคู่ขนาน,พระเจ้า,God,LN,Light Novel",Asyard : ชีวิตนี้ที่ใช้อยู่บนสวนหลังบ้านของพระเจ้า,https://www.readawrite.com/a/1zu58m,164,,,,,,0.0,0.0,3.75,3.0,2.5,3.1,1.8,1.9,2.3,2.4,3.1,3.0
25,ฝันฝัน,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,274,“ถ้าจะลงนรกก็ไปด้วยกันทั้งหมดนี่แหละค่ะ” - เชย์ ธีโอฟิลอส นางร้ายในเกมติดเรทที่ผ่านประสบ,612.0,จบ,7.0,https://cdn.readawrite.com/articles/1342/1341247/thumbnail/small.gif,154.0,"ต่างโลก,เวทมนตร์,โรงเรียน,ผจญภัย,ทริกเกอร์,ระบบ,Yandere,incest,Abuse,NSFW,kink,เรท,ตัวเอกนิสัยเสีย",คุณนางร้ายเข้าสู่ Bad End ไปซะแล้วล่ะค่ะ [ระบบ/เรท],https://www.readawrite.com/a/1zv9vc,16226,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
26,RATA,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,13,"""ข้านะหรือนางร้าย?""",57.0,จบ,6.0,https://cdn.readawrite.com/articles/1430/1429425/thumbnail/small.gif,9.0,,I\'m Princess Iris. ข้านี่แหละเจ้าหญิงไอริส,https://www.readawrite.com/a/1zxbup,2388,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
27,Madam Red,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,3,ทุกสิ่งล้วนต้องสยบต่อแทบเท้าของเขาคนนั้นแต่เพียงผู้เดียว,2.0,จบ,12.0,https://cdn.readawrite.com/articles/1431/1430462/thumbnail/small.gif,2.0,"นิยายแฟนตาซี,เวทมนตร์,ปีศาจ,สงคราม,สัตว์ประหลาด",ทายาทบัลลังก์จักรวรรดิมืด,https://www.readawrite.com/a/1zxcpc,282,,,,,,0.0,0.0,2.5,3.0,1.25,2.2,1.4,1.4,1.7,1.8,2.2,2.3
28,มนตรี กาญจนมนตรี,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,ผลงานชิ้นนี้เป็นผลงานเรื่องแรกของผม เป็นเรื่องเกี่ยวกับตำนานและความเชื่อที่ส่งผลต่อการดำเนินชีวิตในป,0.0,จบ,1.0,https://cdn.readawrite.com/articles/1423/1422870/thumbnail/small.gif,0.0,"นิยายแฟนตาซี,เวทมนตร์,ผจญภัย,ต่างโลก,ปีศาจ,สงคราม,โรงเรียน,เวทย์มนต์,ลึกลับ,สัตว์ประหลาด,ย้อนยุค",ตำนานนิยามพิศวง,https://www.readawrite.com/a/1zx6if,20,,,,,,0.0,0.0,1.25,1.0,1.25,1.2,1.0,1.0,1.0,1.0,1.2,1.2
29,Little Bear (ITGL),นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1.0,หนึ่งมนุษย์ที่เต็มไปด้วยหัวใจ กับหนึ่งแวมไพร์ที่แสนเย็นชา = = พบกับพันธะที่เต็มไปด้วยกลิ่นคาวเลือด B,12.0,จบ,3.0,https://cdn.readawrite.com/articles/72/71647/thumbnail/small.gif,1.0,"สงคราม,นิยายแฟนตาซี,ปีศาจ,ผจญภัย,ย้อนยุค,ลึกลับ",Bloody Chained,https://www.readawrite.com/a/1z1nh2,963,,,,,,0.0,0.0,1.25,4.0,3.75,3.0,1.8,2.0,2.2,2.5,3.0,3.1
30,เมธาวีย์,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1,“สวัสดี ผมชื่อกาย…ผมเคยมีความฝันเมื่อตอนเป็นเด็กว่า..อยากผจญภัย..อยากมีพลังวิเศษ&hellip,3.0,จบ,2.0,https://cdn.readawrite.com/articles/89/88880/thumbnail/small.gif,0.0,"นิยายแฟนตาซี,ต่างโลก,นิยายโรแมนติก,ปีศาจ,ผจญภัย,ย้อนยุค,ลึกลับ,สงคราม,สัตว์ประหลาด,อนาคต,เวทย์มนต์,เอลฟ์,ต่อสู้",ศึกอภินิหาร สังหารเกลนดอน,https://www.readawrite.com/a/1z22jf,539,,,,,,0.0,0.0,1.25,4.0,2.5,2.6,1.6,1.7,1.9,2.1,2.6,2.7
31,Ammy,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,10,คู่ชีวิต...คำสั้นๆ ที่เป็นดั่งพรหมลิขิต ขีดเส้นทางเดินให้แวมไพร์หนุ่มกับนักล่าแวมไพร์สาวได้พบเจอกัน ,19.0,จบ,40.0,https://cdn.readawrite.com/articles/186/185410/thumbnail/small.gif,6.0,"นิยายแฟนตาซี,นิยายโรแมนติก,18+",คำสาปรักแวมไพร์,https://www.readawrite.com/a/1z4bcf,1724,,,,,,0.0,0.0,3.75,5.0,3.75,4.2,2.5,2.7,3.1,3.3,4.2,4.2
32,debil,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,3,แร็กน่า อีก ผู้เคยเดินทางข้ามมิติเป็นว่าเล่น แต่ไม่รู้ทำไมถึงไม่เจอสิ่งที่ตามหาสักที คราวนี้แหละ ได้,53.0,จบ,18.0,https://cdn.readawrite.com/articles/206/205193/thumbnail/small.gif,3.0,"นิยายแฟนตาซี,ต่างโลก,เวทย์มนต์,สไลม์,ต่อสู้",ช่วยสาวน้อยได้ไม่พอต้องบวกบอสแล้วช่วยโลกแถมยังได้ไปโลกใหม่,https://www.readawrite.com/a/1z4rhn,2453,,,,,,0.0,0.0,3.75,5.0,5.0,4.6,2.8,2.9,3.4,3.7,4.6,4.6
33,wawawan763,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,3,เมื่อผู้เรืองเวทย์สาวแห่งอาณาจักรวิเศษประกาศหาชายบำเรอชั่วคืนเพื่อผลิตทายาทสืบต่อบัลลังก์ เรื่องยุ่ง,7.0,จบ,11.0,https://cdn.readawrite.com/articles/231/230204/thumbnail/small.gif,3.0,"นิยายแฟนตาซี,เวทมนตร์,ความรัก,อำนาจวิเศษ",จอมเผด็จการสาว,https://www.readawrite.com/a/1z5cw9,1002,,,,,,0.0,0.0,3.75,4.0,3.75,3.8,2.3,2.4,2.9,3.0,3.8,3.8
34,นมกล่อง,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1, ฉันตะ..ติดห้องเด็กเก่ง โอ้พระเจ้าช่วยกล้วยทอด เป็นไปไม่ได้ เด็กที่เรียนนักสือห่วยอย่างฉัน ติดห้องเด,1.0,จบ,0.0,https://cdn.readawrite.com/articles/258/257205/thumbnail/small.gif,1.0,,นักเรียนพลังพิเศษ,https://www.readawrite.com/a/1z5yxp,927,,,,,,0.0,0.0,1.25,4.0,1.25,2.2,1.3,1.4,1.6,1.8,2.2,2.3
35,ซุบารุ,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,2,ซากิโฮริ ซุบารุ เด็กสาวที่สดใสร่าเริงอยู่ตลอดเวลาและมีความลับที่บ้านของเธอ วันหนึ่ง ขลุ่ย หนึ่งชิ้นก,4.0,จบ,3.0,https://cdn.readawrite.com/articles/217/216285/thumbnail/small.gif,2.0,ความลับ ขลุ่ย ดนตรี,สาวน้อยกับขลุ่ยวิเศษ,https://www.readawrite.com/a/1z51jk,375,,,,,,0.0,0.0,2.5,3.0,2.5,2.7,1.6,1.7,2.0,2.1,2.7,2.7
36,BlackRice,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,3,จะทำอย่างไรเมื่อเชสเซอร์ เพรนตัน คนที่ทั้งชีวิตเอาแต่อบขนมปังและยืนคิดเงินอยู่หน้าเคาน์เตอร์ถูกน้าสุ,4.0,จบ,14.0,https://cdn.readawrite.com/articles/219/218564/thumbnail/small.gif,3.0,"นิยายแฟนตาซี,เวทมนตร์,ต่างโลก,แม่มด",Witches of Barroell ภารกิจพิชิตบัลลังก์,https://www.readawrite.com/a/1z53eo,527,,,,,,0.0,0.0,3.75,4.0,2.5,3.4,2.0,2.2,2.6,2.7,3.4,3.4
37,หน่านิคุง,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,คาน่าเด็กสาวที่ร่างเริงมีชีวิตชีวาใช้ชีวิตอย่างสงบสุข,0.0,จบ,0.0,https://cdn.readawrite.com/articles/272/271460/thumbnail/small.gif,0.0,นิยายแฟนตาซี,การแก้แค้นของยมทูต,https://www.readawrite.com/a/1z6bl0,185,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
38,sad life,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,36,จะเกิดอะไรขึ้นเมื่อทาสอย่างไลฟ์ได้เกิดใหม่ในโลกแฟนตาซีที่ไลฟ์เองก็ไม่รู้จักมาก่อน,90.0,จบ,21.0,https://cdn.readawrite.com/articles/273/272706/thumbnail/small.gif,18.0,"นิยายแฟนตาซี,ต่างโลก,เวทมนตร์,สงคราม,ชีวิตประจำวัน",ชีวิตแสนเศร้าของเด็กน้อย,https://www.readawrite.com/a/1z6cll,4340,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
39,ชัยคุปต์,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1,(ทดลองอ่าน) นิยายวิทยาศาสตร์ไทยเรื่อง เงาสีเขียว เป็นเรื่องของการทดลองทางวิทยาศาสตร์ ที่ทำให้เกิดมิว,2.0,จบ,9.0,https://cdn.readawrite.com/articles/274/273191/thumbnail/small.gif,1.0,,เงาสีเขียว,https://www.readawrite.com/a/1z6d0g,257,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
40,Chewy,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,จุดกำเนิดเรื่องราวความขัดแย้งภายในอาณาจักรบาคูเชี่ยน เพื่อล้างแค้นให้กับอดีตแห่งความสูญเสีย,0.0,จบ,5.0,https://cdn.readawrite.com/articles/282/281494/thumbnail/small.gif,0.0,นิยายแฟนตาซี,Art of Throne : Prologue,https://www.readawrite.com/a/1z6jro,371,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
41,ยืนดูดปากกาหมึกแตก,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,4,เป็นนิยายเรื่องแรกมีคำติชมอะไรบอกด้วยนะคะ,5.0,จบ,6.0,https://cdn.readawrite.com/articles/286/285985/thumbnail/small.gif,1.0,,ปีศาจ&amp;จิงจอกใจดี,https://www.readawrite.com/a/1z6ng0,180,,,,,,0.0,0.0,1.25,3.0,2.5,2.2,1.4,1.5,1.7,1.8,2.2,2.3
42,RoseVeronica,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,219,กล่าวถึงองค์หญิงลำดับสามแห่งจักรวรรดิผู้ถูกตราหน้าว่าเป็นเด็กต้องสาปจึงถูกขับไล่ เธอจึงต้องงัดความทร,745.0,จบ,18.0,https://cdn.readawrite.com/articles/334/333357/thumbnail/small.gif,129.0,"นิยายแฟนตาซี,นิยายโรแมนติก,ปีศาจ,ผจญภัย,เวทมนตร์,สงคราม,การเมือง,สร้างเมือง,จิตวิทยา,สลับเพศ,ดราม่า,เสียดสี,สัตว์ประหลาด,เกมการเมือง,Girl Love/Yuri",ชาติที่แล้วเป็นผู้กล้าชาติก่อนหน้าเป็นจอมมาร.. งั้นชาตินี้สร้างประเทศดีกว่าค่ะ!,https://www.readawrite.com/a/1z7r4h,34758,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
43,ธรากร,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,เมื่อตำนาน 'วีรบุรุษสุดขอบฟ้า' ที่เคยถูกเล่าขาน กลับกลายมีชีวิตขึ้นมา และเธอกลายเป็นส่วนหนึ่งของเรื่,0.0,จบ,0.0,https://cdn.readawrite.com/articles/341/340450/thumbnail/small.gif,0.0,,มิติรักสุดขอบฟ้า (ธรากร เขียน),https://www.readawrite.com/a/1z7ww5,103,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
44,ไรท์ผู้ดองงาน,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,25,เบื้องหลังราชินีอันยิ่งใหญ่ของเธอคือ 'นักฆ่าเปื้อนยิ้ม' แต่เธอกลับต้องตายเพราะเพื่อนสนิทของตน พอลืมต,114.0,จบ,0.0,https://cdn.readawrite.com/articles/370/369890/thumbnail/small.gif,24.0,"เกมออนไลน์,นิยายแฟนตาซี,ต่างโลก,เวทมนตร์,โรงเรียน,สงคราม,ปีศาจ",แค่ตัวประกอบที่เดินผ่านมา,https://www.readawrite.com/a/1z8lxa,3069,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
